index_date,ibov,oil,dolfut,ipca,embi,selic
2010-01-01,63553.8539155493,76.2333087828552,1.88780189728816,0.522413067050574,225.73075425684,8.64303276889627
2010-02-01,65121.991295841,71.5131938906895,1.82656025893072,0.61695720488603,215.679238844977,8.80745737441282
2010-03-01,66218.9102503357,74.7510884606227,1.81053325183921,0.512563226326936,184.988217157855,8.99815375382106
2010-04-01,65495.5854347484,76.829615762974,1.77925593889373,0.411973260458117,214.429894027046,8.79075476412346
2010-05-01,63520.9265031293,76.6356561030297,1.79722680614794,0.494417556911005,231.01196519454,9.54183102480059
2010-06-01,66262.3978781385,77.0599657127065,1.79193611879724,0.36663773492659,233.345296130703,10.10511714522
2010-07-01,69918.4008506214,76.8627122104703,1.75229228970686,0.312830787132955,223.644646919902,10.095343310732
2010-08-01,67950.3075793076,77.0386429780378,1.75400410710431,0.251887465932677,222.479191587689,10.1447796547137
2010-09-01,68908.0373171193,78.9057130893771,1.70269624968065,0.44879812328505,206.581296911885,10.2149963728554
2010-10-01,69996.9600676467,84.9002618466272,1.7004476354003,0.676271973664095,182.900764427013,10.3523642916154
2010-11-01,68312.4321362248,88.4233106312513,1.65339200920203,0.696334729157407,192.925020500917,10.2741382204892
2010-12-01,68079.8683410197,94.3353298618715,1.64759641238179,0.455976890194845,193.105675680556,10.290904216161
2011-01-01,64943.3226283626,96.7556614997096,1.68523813138117,0.590294742726319,178.153730949557,11.1489271564278
2011-02-01,66302.0714067718,101.699440272467,1.67432489964072,0.643694008200819,176.176512494041,11.2945201602159
2011-03-01,64888.0332521681,111.202305178531,1.65515781464625,0.78378253687352,172.361172647257,11.480658561409
2011-04-01,64188.994551299,116.143164326368,1.61749574430592,0.617574919853882,184.645636636447,12.0349335467819
2011-05-01,65079.8500647672,115.633594522146,1.56580149061611,0.534003282864125,172.962902094604,12.0296904612463
2011-06-01,67497.6278458329,115.659318199108,1.55476638101452,0.488385106020233,140.09415464591,12.1228251570958
2011-07-01,60708.0048875815,117.833228136969,1.54958103479198,0.469273440953771,163.48146542757,12.1095271415919
2011-08-01,58710.2148244028,109.862934559188,1.58756890504593,0.585418910504737,186.882661799972,12.1489111986735
2011-09-01,51887.5127819893,113.29595474896,1.85779661327312,0.532560989046389,275.643417634945,11.9874394098078
2011-10-01,57554.3930927995,111.311282332461,1.68819284344902,0.370453598175073,222.2195568856,11.5976201675328
2011-11-01,57082.6244915682,113.46484196606,1.7472959335607,0.407538967860017,223.597505060788,11.5205201731889
2011-12-01,55969.6739719012,110.862943287662,1.85227575209455,0.323365578954299,228.422648144251,11.0483754323131
2012-01-01,61878.6521645497,111.58876191994,1.75436030451088,0.287436985381348,211.786198753238,9.95043300622583
2012-02-01,65324.644457406,117.821524263901,1.71805063504227,0.291113546452793,191.780907001909,10.0796060851758
2012-03-01,61821.7778909208,123.270115744312,1.85151915781581,0.205577164873115,174.648569471523,9.94383966668689
2012-04-01,59908.3571370711,114.175941095106,1.94452690984486,0.509399511215353,203.840176207393,9.00979387262704
2012-05-01,54613.8887161427,110.574229976879,2.01182043775554,0.432120599167748,244.252701246336,8.52612992787384
2012-06-01,58256.7427361107,96.0340640627551,2.01843708095671,0.368932331994279,200.242875754722,8.40095079878128
2012-07-01,57515.358788307,102.699546460653,2.04220652151969,0.735651298044783,190.538326477099,7.88298615130748
2012-08-01,58922.4998140515,112.703491045001,2.04236755943241,0.619240917403071,177.73463525664,7.41318133871158
2012-09-01,58732.6120595405,112.416979720036,2.01921200833025,0.596127287766383,165.580204308167,7.52041641803951
2012-10-01,56131.0529989746,112.642602437887,2.03156384188904,0.558426520794668,164.947659874534,7.34380805604551
2012-11-01,57328.5583526092,111.042555444098,2.03941876433461,0.516187956371348,151.426012140624,7.2526180463339
2012-12-01,60607.6803132596,112.760208936482,2.01198171606952,0.603379624147907,145.682785280776,7.30107112727162
2013-01-01,59006.0410142434,114.759719757609,2.01032448325667,0.541608997750108,143.573362122263,7.16025074216033
2013-02-01,57625.5678726845,115.582579624478,1.97833334163893,0.43396688686507,170.47106510857,7.2583208021034
2013-03-01,54629.4361601629,107.839021045076,2.04906949454779,0.491749022416106,185.70485691344,7.3875876990624
2013-04-01,53925.5528669717,98.5214355730922,2.05681335177318,0.451194441232856,184.066122286124,7.49076484392278
2013-05-01,53729.4329347982,101.983593673072,2.12226729357292,0.433627202752204,208.306964748879,8.028230286238
2013-06-01,50299.8517507279,102.322214081084,2.22331545876751,0.501803070759837,233.329468952527,7.92487667022189
2013-07-01,48858.5105872573,107.364625001859,2.28700694117207,0.303221366417805,244.245386819068,8.40889887573557
2013-08-01,51216.7662481854,110.390439679056,2.38218247582842,0.435260170001944,253.00986759255,8.94587691471274
2013-09-01,52166.6719924089,110.404121573889,2.19791195560682,0.415667802896368,234.069671607458,9.04288911779986
2013-10-01,53210.0729061424,109.065864818931,2.20149771881937,0.568240234090481,227.975602369332,9.58752882253942
2013-11-01,52150.5954104783,109.16740031225,2.25682892574072,0.489469111625856,246.563003284989,9.99766940926609
2013-12-01,51782.1197430693,114.252324172271,2.30042894640144,0.734797417619436,228.098228994274,10.0406674698458
2014-01-01,47265.3315686435,110.558997101807,2.45887812088498,0.193899157594469,249.1098521427,10.4181159925185
2014-02-01,47437.4833576265,109.562955927088,2.33527242244244,0.51190981887147,230.341008480452,10.742904904679
2014-03-01,49455.7906296802,108.324771461208,2.30315009894784,0.953466861531887,223.801321124301,10.8321284108728
2014-04-01,49527.4580608623,105.61416242727,2.29604200383942,0.619878944441266,225.837498958223,10.9719106843087
2014-05-01,51591.1191248494,108.017062349324,2.23005205474695,0.500730463317827,211.613874528344,11.0256640488356
2014-06-01,55912.4136170719,110.119299201784,2.21328134207003,0.610961121777939,208.688915477904,10.9578486440811
2014-07-01,56095.3268872571,105.6189454961,2.2726521194171,0.240301248173744,220.240044773163,10.9294210919612
2014-08-01,62261.6891619444,100.801132726701,2.2480279224643,0.42126445240728,210.385512520201,10.9646056235285
2014-09-01,54169.9698869758,95.4754832162914,2.39973335282072,0.685863080837092,236.609299957645,11.0656462638868
2014-10-01,53388.98187772,86.7785754584878,2.43743054815684,0.426088039920945,239.82128104616,11.3412216087146
2014-11-01,54390.8556308547,80.2344676234293,2.49561298324101,0.480740562003252,237.900196670717,11.2330759295461
2014-12-01,50833.0424554115,65.5469096103326,2.60436973151492,0.593669740072251,260.227113522731,11.7916929122879
2015-01-01,46618.5639109837,50.2345894391759,2.70667949095039,0.884321095156834,296.461391263771,12.1758121083262
2015-02-01,51833.3007070578,59.9910530811765,2.88728347596126,1.03857470542016,301.736787298622,12.2241798328998
2015-03-01,50308.9895387095,57.8146711746416,3.26928637071409,1.37350117946672,319.194566796229,12.7900351013264
2015-04-01,53705.7478503676,58.4711103559917,3.06704389308524,0.702358623533825,314.432794868673,13.2164296282043
2015-05-01,53732.5153569727,61.6260091338977,3.15523680811935,0.73923549485277,295.85768382264,13.2671590782715
2015-06-01,55510.8297931587,59.0970890058651,3.11412680782378,0.987286917392429,307.995727929679,13.7227764935678
2015-07-01,50694.7059631451,55.3633239398259,3.41951268077514,0.788446015416624,327.121534640479,14.1921664275976
2015-08-01,47213.346380285,46.1437537267048,3.6463569185892,0.386598989793282,351.531250140051,14.2362674125198
2015-09-01,45407.327093402,45.7601836403741,3.87332878973611,0.690153081875246,436.130746769501,14.3188238355705
2015-10-01,44712.7858325101,47.5764475044819,3.84239472882812,0.808553071011714,420.390334795479,14.3461140097312
2015-11-01,44909.7174522353,44.7075477908653,3.77270514260329,0.991881541813774,432.011628413276,14.2455808149732
2015-12-01,44496.0126856034,40.5655192055772,3.83489851100129,0.792531016813895,515.852591660523,14.2877350099884
2016-01-01,39931.5961697092,32.9080354232847,4.13417345994508,0.951117333449566,478.713799854042,14.1758641890541
2016-02-01,42568.56052785,34.7205382001359,4.01538174555023,0.714521296316202,476.117052276454,14.2196475264183
2016-03-01,49323.5743733343,40.6245728134916,3.62222274729884,0.477305015906611,408.8387856776,14.2668085739984
2016-04-01,51515.6008036617,40.8449976260838,3.51447480015411,0.624010091727039,405.795753197202,14.2046349208461
2016-05-01,49684.9009156498,43.5982053119537,3.55448780897987,0.762429260346131,398.538002802426,14.2608974061021
2016-06-01,53706.7483591752,46.1670995050902,3.20573741258743,0.555122513785934,355.001299031592,14.2260496002567
2016-07-01,57083.7464588944,43.9129885904997,3.28389959209945,0.633190538643042,355.111766356246,14.1908150965719
2016-08-01,58748.185310545,46.3948681454744,3.2126345491561,0.600209199702053,316.454898191339,14.2420973343198
2016-09-01,59105.9000355548,44.7429438452169,3.15634094176279,0.259869498722223,313.384102884831,14.3213417423767
2016-10-01,63330.6586490658,48.9830201195254,3.16925950583159,0.224677311044911,319.198488050821,14.1205643731402
2016-11-01,61744.6209955652,44.7384287542171,3.34755358980856,0.130692322217986,336.540841269026,13.9984289607476
2016-12-01,62046.2634759827,54.349547954524,3.21470049066516,0.128909568517368,319.48554530266,13.7996015616883
2017-01-01,63107.1708403141,56.0551704780598,3.22521662467967,0.122322301382029,280.524660438343,12.9289664512378
2017-02-01,65811.5650566954,57.4199210684992,3.15397021572329,0.157504514095741,276.829604876543,12.203059017434
2017-03-01,63842.4603782737,54.3747406875777,3.2189490874871,0.307488242221206,272.810683798183,12.2500906169094
2017-04-01,62933.1963545404,51.6733690533073,3.22389118518971,0.162526846902641,273.861927130329,11.2025396193
2017-05-01,64692.3848683486,47.4946468572069,3.18385354851196,0.296467417618739,272.77205802765,11.2464847812152
2017-06-01,65183.3499900142,44.997290841137,3.28615062248991,-0.0144630059625964,290.124665997041,10.2132007721226
2017-07-01,65889.2560621477,47.9107546898715,3.18776279646158,0.298940215174914,281.983656850285,9.20089124206555
2017-08-01,72053.9100075849,52.6688375015483,3.08999500732419,0.357711197461914,275.113354202978,9.26414816434504
2017-09-01,75823.4233134424,54.4754772663932,3.07710557287352,0.345142717786124,241.131605755526,8.31619353874607
2017-10-01,72682.6603932482,57.5306790379285,3.27682234550085,0.360432998384078,245.753684052755,7.63848775054035
2017-11-01,71844.7221496087,62.5819185139493,3.23230996815738,0.201970185258107,241.609208433613,7.50754071213434
2017-12-01,78162.3287532667,63.5333266200928,3.29028715409887,0.234336141454636,233.863332881303,7.04961870291985
2018-01-01,81766.0260222352,69.4865461360298,3.28843869385593,0.0960871688126373,230.557447589533,6.93301533249094
2018-02-01,83707.1911461709,67.1413267433234,3.33388441398545,0.167741241086006,233.669721285543,6.68730770827202
2018-03-01,83993.9063330939,69.0572045816545,3.36068172658367,0.13572138886417,250.92520389594,6.48498266170148
2018-04-01,84061.2323052382,71.6720344314168,3.4682933591777,0.247650494653552,256.700409779119,6.45345956164001
2018-05-01,79048.686764167,75.2945071796868,3.65228895191825,0.424716176653096,289.729213803732,6.47781714755001
2018-06-01,74912.8998943548,74.2662256395993,3.79991386498926,1.49057647379513,327.20337814686,6.45696795610792
2018-07-01,79889.2138964295,74.0098496044969,3.82760561620952,0.371048143678159,281.19137646701,6.46022551220884
2018-08-01,78048.9317561642,73.4900468549301,4.02841076425619,0.0890836122658548,342.358060786816,6.52633362623039
2018-09-01,81159.687579622,77.4408303211402,3.89389109939092,0.649456593888441,285.422207864903,6.57606049360656
2018-10-01,85950.6133303334,81.52314876263,3.72905072521991,0.368003218223711,261.697179896715,6.6489718386822
2018-11-01,89362.7405824171,64.3128945145228,3.85495416032323,-0.324928546376444,272.182452031082,6.50907353370383
2018-12-01,88738.0241810722,54.5751174386193,3.89316829165229,-0.124478407744946,272.86600441631,6.56504754835794
2019-01-01,93024.1394374342,58.6851520855105,3.82104592094578,0.181224822811555,250.063267848957,6.43045889169725
2019-02-01,93827.1366310745,65.1903496137334,3.86519640206755,0.303808547855743,236.582568502181,6.41390426034964
2019-03-01,94059.3908995435,69.6128843313791,3.92346710254642,0.794146394974658,255.316783668313,6.47612804567047
2019-04-01,95412.5257941739,71.3825274289387,3.88867403324876,0.611439539477338,255.18285490629,6.45201147303651
2019-05-01,99652.7601222149,71.0884913701229,3.83755451994812,0.202595392917987,255.411521871062,6.45614051547929
2019-06-01,102972.837078116,64.8250666768887,3.75448272116316,0.227247349456213,232.132125433226,6.45495085302565
2019-07-01,103077.412926386,63.7495187111415,3.83727525367504,0.23390198067891,223.126206357712,6.47775419383877
2019-08-01,103026.020417878,59.6470218124635,4.01179687158036,0.321648213190095,243.933240218422,6.04209013489146
2019-09-01,107666.354201363,61.3840723719177,4.0484063889952,0.0939706906288432,239.057072508811,5.58520047445403
2019-10-01,105880.694233053,60.4250231198141,4.03070621422401,0.000949630674841648,240.712539437244,5.14136538146304
2019-11-01,107711.985813465,62.548151519252,4.2421462842218,0.378248032450435,243.315739310522,5.02295289393717
2019-12-01,115477.691456429,63.3278011408304,4.08878519092319,0.814316836477267,215.27740590866,4.5658621602188
2020-01-01,108243.964362172,62.3446340822974,4.48321390804412,0.0979596267452635,240.683813038942,4.42760129737041
2020-02-01,102578.393430568,56.441920451709,4.659605791254,0.13541884178359,255.999090507375,4.15498378013584
2020-03-01,72397.4472470938,35.7385812871226,5.21194275329608,0.105157925114476,389.149066226599,3.71513531981172
2020-04-01,80613.5703436337,19.0988915942249,5.30889788436231,-0.26003289880847,441.225779657983,3.69545001725863
2020-05-01,89201.4398246909,30.1376287575455,5.27780439026805,-0.25086753890407,364.760775575499,2.95120699426634
2020-06-01,96143.228393333,41.318598127373,5.34863641837965,0.466672080233609,366.944294123381,2.20481467291859
2020-07-01,104270.510278295,42.9194434176524,5.30624922817366,0.421755428273712,352.808230639617,2.23184244615134
2020-08-01,101278.527521364,45.1850412311378,5.28963437156058,0.469499804660127,312.263192576505,2.04890822381031
2020-09-01,97377.1442112354,39.5755588935091,5.47555295037134,0.751405431251218,330.144880886315,2.09485699285379
2020-10-01,93288.4150763599,40.8613890078178,5.8215336203649,0.762296642941041,317.845209803621,2.13486699326998
2020-11-01,108134.736543257,41.7081067561738,5.38104659812347,0.731000539589899,281.924523149675,2.0332265893513
2020-12-01,118028.822816094,45.2646787978878,5.30608846830727,0.965226089589942,265.124520806457,2.0698022469799
